100,08	-4,9786
100,17	-4,9824
100,25	-4,9862
100,34	-4,9901
100,41	-4,9943
100,49	-4,9983
100,57	-5,0022
100,66	-5,0060
100,75	-5,0097
100,83	-5,0138
100,91	-5,0174
100,99	-5,0214
101,07	-5,0250
101,16	-5,0286
101,24	-5,0317
101,32	-5,0349
101,40	-5,0382
101,48	-5,0419
101,56	-5,0449
101,65	-5,0478
101,72	-5,0509
101,81	-5,0539
101,89	-5,0572
101,97	-5,0604
102,05	-5,0639
102,13	-5,0676
102,21	-5,0713
102,29	-5,0744
102,37	-5,0779
102,46	-5,0814
102,54	-5,0850
102,62	-5,0881
102,70	-5,0914
102,78	-5,0947
102,86	-5,0975
102,94	-5,1003
103,02	-5,1033
103,10	-5,1061
103,19	-5,1087
103,26	-5,1117
103,35	-5,1144
103,43	-5,1171
103,51	-5,1196
103,59	-5,1221
103,67	-5,1248
103,75	-5,1275
103,83	-5,1296
103,91	-5,1321
103,99	-5,1348
104,07	-5,1368
104,15	-5,1391
104,23	-5,1414
104,31	-5,1437
104,39	-5,1460
104,46	-5,1480
104,55	-5,1501
104,63	-5,1523
104,71	-5,1542
104,79	-5,1562
104,87	-5,1584
104,95	-5,1606
105,02	-5,1625
105,11	-5,1641
105,19	-5,1658
105,27	-5,1678
105,34	-5,1697
105,43	-5,1715
105,51	-5,1735
105,59	-5,1752
105,66	-5,1766
105,74	-5,1780
105,82	-5,1797
105,90	-5,1811
105,98	-5,1829
106,06	-5,1841
106,14	-5,1853
106,22	-5,1864
106,30	-5,1877
106,38	-5,1891
106,46	-5,1907
106,54	-5,1920
106,61	-5,1934
106,69	-5,1949
106,78	-5,1960
106,85	-5,1975
106,93	-5,1991
107,01	-5,2006
107,09	-5,2020
107,17	-5,2033
107,25	-5,2045
107,33	-5,2058
107,41	-5,2070
107,49	-5,2079
107,57	-5,2089
107,65	-5,2098
107,72	-5,2108
107,80	-5,2119
107,88	-5,2128
107,96	-5,2137
108,04	-5,2145
108,12	-5,2152
108,20	-5,2161
108,28	-5,2169
108,36	-5,2177
108,44	-5,2184
108,52	-5,2186
108,60	-5,2190
108,67	-5,2193
108,75	-5,2197
108,83	-5,2201
108,91	-5,2207
108,99	-5,2210
109,06	-5,2214
109,15	-5,2215
109,23	-5,2220
109,30	-5,2225
109,38	-5,2227
109,46	-5,2231
109,54	-5,2234
109,62	-5,2236
109,70	-5,2236
109,78	-5,2238
109,85	-5,2243
109,94	-5,2246
110,02	-5,2245
110,09	-5,2247
110,17	-5,2248
110,25	-5,2247
110,33	-5,2243
110,41	-5,2242
110,49	-5,2242
110,56	-5,2240
110,65	-5,2233
110,73	-5,2230
110,81	-5,2231
110,88	-5,2227
110,96	-5,2225
111,04	-5,2227
111,12	-5,2230
111,20	-5,2230
111,28	-5,2230
111,36	-5,2228
111,44	-5,2226
111,51	-5,2224
111,59	-5,2219
111,68	-5,2218
111,76	-5,2213
111,84	-5,2208
111,92	-5,2204
111,99	-5,2200
112,08	-5,2194
112,15	-5,2190
112,23	-5,2190
112,31	-5,2188
112,39	-5,2185
112,47	-5,2181
112,55	-5,2179
112,64	-5,2175
112,71	-5,2172
112,79	-5,2168
112,87	-5,2164
112,95	-5,2161
113,03	-5,2157
113,11	-5,2153
113,19	-5,2148
113,26	-5,2141
113,35	-5,2132
113,43	-5,2123
113,51	-5,2114
113,58	-5,2109
113,66	-5,2101
113,74	-5,2093
113,82	-5,2086
113,91	-5,2076
113,99	-5,2067
114,07	-5,2060
114,15	-5,2052
114,22	-5,2050
114,31	-5,2044
114,38	-5,2038
114,46	-5,2033
114,54	-5,2026
114,62	-5,2019
114,71	-5,2013
114,78	-5,2011
114,86	-5,2008
114,94	-5,2003
115,02	-5,1995
115,11	-5,1984
115,18	-5,1977
115,26	-5,1971
115,34	-5,1965
115,42	-5,1956
115,50	-5,1950
115,58	-5,1942
115,66	-5,1933
115,74	-5,1923
115,82	-5,1916
115,90	-5,1912
115,98	-5,1904
116,07	-5,1894
116,14	-5,1884
116,22	-5,1877
116,31	-5,1870
116,39	-5,1863
116,47	-5,1857
116,55	-5,1853
116,63	-5,1844
116,71	-5,1837
116,79	-5,1834
116,87	-5,1832
116,95	-5,1831
117,03	-5,1826
117,11	-5,1821
117,19	-5,1814
117,27	-5,1808
117,35	-5,1802
117,43	-5,1797
117,51	-5,1792
117,59	-5,1787
117,67	-5,1779
117,75	-5,1772
117,84	-5,1764
117,91	-5,1758
118,00	-5,1750
118,08	-5,1746
118,16	-5,1739
118,24	-5,1733
118,32	-5,1726
118,40	-5,1717
118,48	-5,1711
118,56	-5,1701
118,64	-5,1695
118,72	-5,1689
118,81	-5,1682
118,89	-5,1673
118,96	-5,1667
119,05	-5,1662
119,13	-5,1656
119,21	-5,1653
119,29	-5,1648
119,37	-5,1643
119,45	-5,1635
119,53	-5,1626
119,61	-5,1622
119,69	-5,1619
119,78	-5,1614
119,86	-5,1607
119,94	-5,1603
120,02	-5,1598
120,10	-5,1591
120,18	-5,1586
120,26	-5,1585
120,35	-5,1584
120,43	-5,1581
120,51	-5,1576
120,59	-5,1574
120,67	-5,1573
120,75	-5,1567
120,84	-5,1561
120,92	-5,1559
121,01	-5,1554
121,08	-5,1552
121,16	-5,1549
121,24	-5,1543
121,32	-5,1540
121,41	-5,1536
121,49	-5,1528
121,57	-5,1519
121,65	-5,1513
121,74	-5,1506
121,81	-5,1500
121,90	-5,1490
121,98	-5,1482
122,06	-5,1475
122,14	-5,1463
122,22	-5,1455
122,30	-5,1449
122,38	-5,1445
122,47	-5,1440
122,55	-5,1436
122,63	-5,1433
122,71	-5,1431
122,79	-5,1427
122,87	-5,1426
122,96	-5,1426
123,04	-5,1424
123,12	-5,1424
123,20	-5,1421
123,28	-5,1418
123,37	-5,1415
123,45	-5,1413
123,53	-5,1408
123,62	-5,1406
123,69	-5,1404
123,77	-5,1400
123,86	-5,1396
123,94	-5,1388
124,02	-5,1385
124,10	-5,1384
124,19	-5,1380
124,27	-5,1375
124,35	-5,1371
124,44	-5,1368
124,51	-5,1365
124,59	-5,1364
124,67	-5,1363
124,76	-5,1364
124,84	-5,1361
124,92	-5,1357
125,01	-5,1355
125,09	-5,1353
125,17	-5,1351
125,25	-5,1351
125,33	-5,1349
125,42	-5,1344
125,50	-5,1344
125,58	-5,1343
125,66	-5,1344
125,74	-5,1345
125,83	-5,1345
125,91	-5,1345
125,99	-5,1348
126,07	-5,1347
126,16	-5,1347
126,24	-5,1346
126,32	-5,1346
126,41	-5,1345
126,49	-5,1343
126,57	-5,1342
126,65	-5,1343
126,74	-5,1339
126,82	-5,1337
126,90	-5,1336
126,98	-5,1336
127,07	-5,1335
127,14	-5,1334
127,22	-5,1334
127,31	-5,1335
127,39	-5,1336
127,47	-5,1334
127,56	-5,1334
127,63	-5,1334
127,72	-5,1332
127,80	-5,1333
127,89	-5,1335
127,97	-5,1336
128,05	-5,1336
128,14	-5,1332
128,21	-5,1327
128,29	-5,1326
128,38	-5,1321
128,46	-5,1321
128,54	-5,1320
128,63	-5,1316
128,71	-5,1311
128,79	-5,1307
128,87	-5,1305
128,95	-5,1307
129,04	-5,1313
129,12	-5,1315
129,20	-5,1318
129,29	-5,1317
129,37	-5,1318
129,45	-5,1323
129,53	-5,1329
129,61	-5,1333
129,70	-5,1336
129,78	-5,1337
129,87	-5,1336
129,95	-5,1339
130,02	-5,1342
130,11	-5,1347
130,20	-5,1345
130,28	-5,1344
130,36	-5,1343
130,45	-5,1342
130,53	-5,1342
130,60	-5,1345
130,69	-5,1343
130,78	-5,1339
130,86	-5,1337
130,94	-5,1338
131,02	-5,1341
131,11	-5,1345
131,18	-5,1348
131,27	-5,1352
131,35	-5,1355
131,43	-5,1356
131,52	-5,1361
131,60	-5,1366
131,68	-5,1373
131,76	-5,1375
131,84	-5,1380
131,92	-5,1381
132,01	-5,1383
132,09	-5,1384
132,17	-5,1387
132,25	-5,1394
132,34	-5,1401
132,42	-5,1408
132,51	-5,1412
132,58	-5,1416
132,67	-5,1419
132,75	-5,1422
132,84	-5,1427
132,91	-5,1435
133,00	-5,1439
133,08	-5,1440
133,16	-5,1441
133,25	-5,1444
133,33	-5,1450
133,41	-5,1456
133,50	-5,1462
133,58	-5,1468
133,67	-5,1471
133,75	-5,1474
133,83	-5,1479
133,91	-5,1484
133,99	-5,1490
134,07	-5,1490
134,16	-5,1493
134,24	-5,1498
134,32	-5,1501
134,40	-5,1505
134,49	-5,1508
134,57	-5,1513
134,65	-5,1519
134,73	-5,1523
134,82	-5,1528
134,90	-5,1536
134,99	-5,1540
135,07	-5,1542
135,15	-5,1548
135,23	-5,1552
135,32	-5,1556
135,40	-5,1560
135,49	-5,1563
135,57	-5,1569
135,64	-5,1571
135,73	-5,1573
135,82	-5,1578
135,89	-5,1585
135,98	-5,1590
136,06	-5,1597
136,14	-5,1606
136,23	-5,1611
136,31	-5,1616
136,39	-5,1621
136,48	-5,1628
136,56	-5,1637
136,64	-5,1644
136,73	-5,1648
136,81	-5,1654
136,89	-5,1659
136,98	-5,1663
137,06	-5,1668
137,15	-5,1673
137,22	-5,1681
137,31	-5,1687
137,39	-5,1692
137,47	-5,1695
137,55	-5,1702
137,64	-5,1707
137,72	-5,1710
137,80	-5,1712
137,89	-5,1714
137,97	-5,1717
138,05	-5,1721
138,14	-5,1723
138,22	-5,1727
138,30	-5,1734
138,39	-5,1739
138,47	-5,1743
138,55	-5,1749
138,63	-5,1754
138,72	-5,1758
138,80	-5,1764
138,88	-5,1771
138,96	-5,1778
139,03	-5,1788
139,13	-5,1792
139,22	-5,1796
139,30	-5,1802
139,38	-5,1806
