250,24	4,4476
250,58	4,4367
250,91	4,4248
251,25	4,4122
251,59	4,4004
251,94	4,3876
252,28	4,3757
252,61	4,3658
252,95	4,3551
253,29	4,3446
253,63	4,3345
253,96	4,3243
254,31	4,3131
254,64	4,3042
254,98	4,2935
255,32	4,2839
255,66	4,2730
256,00	4,2634
256,34	4,2543
256,67	4,2453
257,01	4,2358
257,35	4,2264
257,69	4,2181
258,02	4,2095
258,36	4,2006
258,70	4,1933
259,03	4,1853
259,37	4,1765
259,71	4,1683
260,05	4,1593
260,39	4,1511
260,72	4,1425
261,07	4,1323
261,40	4,1240
261,74	4,1158
262,08	4,1059
262,41	4,0973
262,75	4,0880
263,09	4,0792
263,42	4,0709
263,77	4,0610
264,10	4,0525
264,44	4,0435
264,77	4,0355
265,11	4,0259
265,45	4,0164
265,78	4,0068
266,12	3,9966
266,46	3,9858
266,79	3,9745
267,13	3,9619
267,47	3,9502
267,81	3,9378
268,14	3,9255
268,48	3,9115
268,82	3,8990
269,15	3,8864
269,49	3,8726
269,82	3,8596
270,16	3,8465
270,50	3,8330
270,84	3,8199
271,17	3,8071
271,51	3,7953
271,84	3,7816
272,18	3,7693
272,52	3,7563
272,85	3,7433
273,20	3,7294
273,53	3,7177
273,86	3,7058
274,20	3,6926
274,54	3,6804
274,87	3,6683
275,21	3,6577
275,55	3,6461
275,88	3,6356
276,21	3,6252
276,55	3,6137
276,89	3,6025
277,23	3,5911
277,56	3,5803
277,90	3,5696
278,23	3,5583
278,57	3,5468
278,91	3,5364
279,24	3,5245
279,58	3,5137
279,91	3,5033
280,25	3,4926
280,59	3,4823
280,92	3,4726
281,25	3,4628
281,59	3,4521
281,93	3,4409
282,26	3,4303
282,60	3,4202
282,94	3,4104
283,27	3,4017
283,61	3,3922
283,94	3,3844
284,28	3,3766
284,61	3,3685
284,95	3,3601
285,29	3,3519
285,62	3,3440
285,96	3,3350
286,29	3,3263
286,62	3,3182
286,96	3,3081
287,30	3,2980
287,63	3,2880
287,97	3,2788
288,30	3,2694
288,64	3,2606
288,97	3,2514
289,31	3,2433
289,64	3,2360
289,98	3,2267
290,31	3,2197
290,65	3,2122
290,99	3,2046
291,33	3,1969
291,66	3,1898
291,99	3,1827
292,33	3,1761
292,67	3,1677
293,00	3,1600
293,34	3,1529
293,67	3,1453
294,00	3,1378
294,34	3,1293
294,68	3,1217
295,01	3,1155
295,35	3,1069
295,69	3,0993
296,02	3,0929
296,35	3,0855
296,69	3,0786
297,03	3,0706
297,36	3,0641
297,70	3,0575
298,04	3,0498
298,37	3,0430
298,71	3,0358
299,04	3,0297
299,38	3,0228
299,71	3,0170
